symbol	logFC	AveExpr	t	P.Value	adj.P.Val	z.std
ENSG00000268573.1	AC011815.1	1.30227811324254	0.544702520975615	6.13857870560264	3.95109453175429e-07	0.0076556407647271	5.07129898833637
ENSG00000100058.12	CRYBB2P1	0.975979119189212	4.27566675501161	5.47230576889952	2.29255160638537e-06	0.0222102399626615	4.72576100178157
ENSG00000006534.16	ALDH3B1	-0.776124957348737	5.0354450473269	-4.58087272279552	5.95219319701373e-05	0.0480540397438909	-4.01469810505066
ENSG00000013563.14	DNASE1L1	-0.784733290852621	4.53044920987001	-4.99363297218202	3.08086774527484e-05	0.0480540397438909	-4.16740504960559
ENSG00000101977.21	MCF2	1.36859003311218	-0.214889484567096	4.77086483922183	4.84249732680878e-05	0.0480540397438909	4.06310143589563
ENSG00000110172.12	CHORDC1	1.16998031856995	6.4150333261907	4.5294947016336	5.70944762259049e-05	0.0480540397438909	4.02450831792459
ENSG00000114933.16	INO80D	0.639051780170809	4.8707399637167	4.59607865896248	4.11186417314383e-05	0.0480540397438909	4.10110246821948
ENSG00000132423.12	COQ3	-1.52858716084411	1.77417765388742	-4.54096753168032	4.09164313309345e-05	0.0480540397438909	-4.10224294702527
ENSG00000134030.14	CTIF	0.854678649949052	1.68184199828168	4.2422079239952	5.13225866116104e-05	0.0480540397438909	4.04952093571125
ENSG00000149636.15	DSN1	-0.857014346775235	3.63546134356103	-4.53422617035633	5.83136977629279e-05	0.0480540397438909	-4.01953266104557
ENSG00000165475.15	CRYL1	-1.04638946760175	5.10318149056833	-5.10954751835286	1.50466286007073e-05	0.0480540397438909	-4.32800466117707
ENSG00000203485.13	INF2	1.55374469023405	2.99127186772892	4.83400495793868	2.48010969900912e-05	0.0480540397438909	4.21660214896039
ENSG00000204228.4	HSD17B8	-1.50831731325562	3.37144427193051	-4.52959707495575	5.59965246929102e-05	0.0480540397438909	-4.02907595722852
ENSG00000212643.3	ZRSR2P1	3.06154786317816	-0.999728673909613	4.72414061622419	8.36997167869892e-06	0.0480540397438909	4.45549533302725
ENSG00000213793.5	ZNF888	-1.53525140405005	2.50277533888387	-4.77753714716813	1.93516559746578e-05	0.0480540397438909	-4.27224296064039
ENSG00000224950.2	AL390066.1	1.30585355206516	0.301039043263602	4.57234617655265	5.11055709296809e-05	0.0480540397438909	4.0505125387319
ENSG00000232611.1	AL683813.1	1.19844550854322	0.824510518340639	4.80805033090359	3.85956884992407e-05	0.0480540397438909	4.11572941402799
ENSG00000236255.1	AC009404.1	1.1265847841995	0.317502172686749	4.3706991753016	3.11048891822074e-05	0.0480540397438909	4.16522262265058
ENSG00000239713.9	APOBEC3G	-0.866918840992744	5.29594436502192	-4.68099282437533	3.15405086967399e-05	0.0480540397438909	-4.16204868160149
ENSG00000245975.2	AC090515.2	-1.78095225048579	-0.369536562880405	-4.46645620221975	4.17789312580131e-05	0.0480540397438909	-4.09741510526109
ENSG00000246898.1	LINC00920	-1.79485613777439	1.72641595817462	-4.46559063304376	5.37367891892939e-05	0.0480540397438909	-4.03875004890051
ENSG00000257135.6	ODC1-DT	-1.6663343656167	-0.0536578943319709	-4.68230322089043	1.95391049949225e-05	0.0480540397438909	-4.27009348615244
ENSG00000258315.5	C17orf49	-0.635656690921541	5.2661211297379	-4.6455803125343	3.76437630286272e-05	0.0480540397438909	-4.12148521732415
ENSG00000261087.1	AP003469.4	1.59962763981206	0.749269492696419	4.85328170397777	2.30695232614709e-05	0.0480540397438909	4.2329018195678
ENSG00000101052.12	IFT52	-1.01482828731988	3.87072571651858	-4.53051588889518	7.54329566766238e-05	0.0584635587426505	-3.95846511211424
ENSG00000105993.15	DNAJB6	0.584861462971684	7.65728196724003	4.41845967165047	8.19100019775088e-05	0.0605019346695781	3.93874185029603
ENSG00000144648.16	ACKR2	-1.40197238756646	1.9796181335479	-4.29898045775299	9.12788023330051e-05	0.0605019346695781	-3.91267643490688
ENSG00000148200.17	NR6A1	1.3503663092289	0.812782830238016	4.49098399463272	9.31761973173457e-05	0.0605019346695781	3.90770701596773
ENSG00000171566.12	PLRG1	-0.741940436733969	5.20251676069014	-4.43607343283431	8.76514879950248e-05	0.0605019346695781	-3.92245439449545
ENSG00000204444.11	APOM	-1.72947850384923	0.475541830565981	-4.32908906112132	9.36755801035994e-05	0.0605019346695781	-3.90641498478387
ENSG00000103994.17	ZNF106	0.616557859480995	7.6323028956902	4.32293367996449	0.000102489022048777	0.0605413097801037	3.88462246635746
ENSG00000164675.11	IQUB	1.63378876064178	-1.33703702233925	4.04199992141344	0.000106234750852783	0.0605413097801037	3.87589211204674
ENSG00000179841.8	AKAP5	1.28400159126618	-0.230002581528548	4.24502199105162	0.000104842001058983	0.0605413097801037	3.87910382799329
ENSG00000261609.6	GAN	0.9755266486703	3.18978330655823	4.6279944707675	0.00010301407271105	0.0605413097801037	3.88338073227165
ENSG00000174799.10	CEP135	0.598011780887032	4.10689460670173	4.32538907549287	0.000121972699295256	0.0659226529948531	3.84212698501402
ENSG00000203721.6	LINC00862	1.80021525888288	-1.42712369486182	4.49080521406433	0.000122482220675821	0.0659226529948531	3.84110396736015
ENSG00000163806.16	SPDYA	1.0616050696266	0.119877123299749	4.26885761799153	0.000134386135654902	0.0703747503905238	3.81827855842639
ENSG00000069943.10	PIGB	-0.700072210559497	4.10494404536298	-4.1568495694153	0.000151864948027138	0.0754496213583035	-3.78799983893155
ENSG00000180574.3	EIF2S3B	-1.26444834186735	-0.733711439465271	-4.12809045871708	0.000151698863925277	0.0754496213583035	-3.78827176133671
ENSG00000285662.1	FAM245B	-2.07961071734502	-1.02388096181729	-4.08005845539771	0.000157007584959188	0.0760544741542309	-3.77971560981325
ENSG00000164303.11	ENPP6	-2.46054435757491	0.70614382068052	-4.01953472353417	0.000161125687749114	0.0761456420933372	-3.77326391342396
ENSG00000072682.18	P4HA2	1.93319309582177	2.35474213092337	4.17885854116044	0.000222375437790086	0.0803734406240778	3.6921394867309
ENSG00000122884.12	P4HA1	1.22854038498913	7.55839907514852	4.15784711278025	0.000182515098447414	0.0803734406240778	3.74206388606831
ENSG00000154898.15	CCDC144CP	1.16889696474194	2.70561248337149	4.09271705728278	0.000216985997477545	0.0803734406240778	3.69837285103868
ENSG00000164978.18	NUDT2	-0.908018408095794	3.24819401856759	-4.11691604692164	0.00019085604099623	0.0803734406240778	-3.73082199611168
ENSG00000168439.16	STIP1	1.13540358569656	6.98302002225697	4.1416189892723	0.000195511644058108	0.0803734406240778	3.7247464294581
ENSG00000169752.17	NRG4	1.79851179188879	-1.42538779148573	4.00198946341228	0.000216620049894116	0.0803734406240778	3.6988013547349
ENSG00000176209.11	SMIM19	-0.928512677700786	4.8732698546559	-4.13579830241962	0.000219550654156665	0.0803734406240778	-3.69538868684702
ENSG00000196632.10	WNK3	0.685506849264242	2.59042295702329	4.16842936376335	0.000190314690499022	0.0803734406240778	3.7315374762562
ENSG00000198830.11	HMGN2	-0.720255531505159	7.87666907360534	-4.03327949208425	0.000223996995958929	0.0803734406240778	-3.69029175613851
ENSG00000228775.7	WEE2-AS1	-1.45914355224853	-0.452886320320826	-3.95605099091591	0.000210126914342128	0.0803734406240778	-3.70651968096727
ENSG00000233426.3	EIF3FP3	-0.628703867155205	1.00303277338523	-4.04971734222203	0.000202983727753686	0.0803734406240778	-3.71527386447911
ENSG00000257261.5	AC008014.1	-1.60783773476123	-0.434126834096687	-4.04784203747354	0.000196265277188005	0.0803734406240778	-3.72377574487771
ENSG00000284959.1	AC007262.2	1.32637002353279	1.46166423720994	4.07817540296185	0.000222211561991702	0.0803734406240778	3.69232692281235
ENSG00000259366.1	AC108449.2	0.983006603297087	2.62692421155953	4.07418828341732	0.000242919409904557	0.0855782997511036	3.66961145434564
ENSG00000137492.8	THAP12	-0.795739215110165	4.67626453482252	-4.24531837805289	0.00024877863270797	0.0860774069169578	-3.66351397879413
ENSG00000077782.20	FGFR1	1.26278697748709	3.34937134625261	4.08131589012892	0.000277046579423642	0.0883666418788315	3.63586762699219
ENSG00000089775.11	ZBTB25	0.795973401408048	4.34574860613506	3.94893765525448	0.000332925519052162	0.0883666418788315	3.5882339261171
ENSG00000132182.12	NUP210	1.36769951950847	4.83446586686187	4.08848306359064	0.000321281271603796	0.0883666418788315	3.59750747002706
ENSG00000136827.12	TOR1A	-0.642780344475756	5.83575855894598	-4.00360890776168	0.000324833270978615	0.0883666418788315	-3.59464574062815
ENSG00000138769.11	CDKL2	1.72629085684003	-1.64514738958177	3.74771574645415	0.000303214785624368	0.0883666418788315	3.61253788832056
ENSG00000162813.18	BPNT1	-0.859363531079517	2.93868471217517	-4.00743554045615	0.000303648957955802	0.0883666418788315	-3.61216695491528
ENSG00000172766.19	NAA16	0.807207130738015	4.4380917050814	4.00370252855718	0.000264961411842397	0.0883666418788315	3.64734756004504
ENSG00000180611.7	MB21D2	1.25147764905278	2.4448070981273	4.22347372573664	0.000269517642270459	0.0883666418788315	3.64296295184238
ENSG00000181074.4	OR52N4	-1.75144247513075	0.538657567793564	-3.83754840811431	0.000327398072721529	0.0883666418788315	-3.59259751601152
ENSG00000181929.12	PRKAG1	-0.563114561538539	5.49574125359677	-4.02845000829412	0.000282869037607849	0.0883666418788315	-3.63050334585181
ENSG00000187824.8	TMEM220	-0.956337329926296	3.98003326738042	-4.01624945876638	0.000330551584504611	0.0883666418788315	-3.59009963703293
ENSG00000224578.5	HNRNPA1P48	-0.616502149215147	2.00389852150602	-3.94893087981348	0.00031129815711792	0.0883666418788315	-3.60571206257857
ENSG00000231890.7	DARS-AS1	1.01599665572075	-0.0520273287128335	4.01072284451462	0.000288465150972995	0.0883666418788315	3.62544422706233
